sepal_length,sepal_width,petal_length,petal_width,species
29256.1,29254.5,29252.4,0.2,setosa
29257.1,29255.5,29253.4,0.2,setosa
29258.1,29256.5,29254.4,0.2,setosa
29259.1,29257.5,29255.4,0.2,setosa
29260.1,29258.5,29256.4,0.4,setosa
29261.1,29259.5,29257.4,0.3,setosa
29262.1,29260.5,29258.4,0.2,setosa
29263.1,29261.5,29259.4,0.2,setosa
29264.1,29262.5,29260.4,0.1,setosa
29265.1,29263.5,29261.4,0.2,setosa
29266.1,29264.5,29262.4,0.2,setosa
29267.1,29265.5,29263.4,0.1,setosa
29268.1,29266.5,29264.4,0.1,setosa
29269.1,29267.5,29265.4,0.2,setosa
29270.1,29268.5,29266.4,0.4,setosa
29271.1,29269.5,29267.4,0.4,setosa
29272.1,29270.5,29268.4,0.3,setosa
29273.1,29271.5,29269.4,0.3,setosa
29274.1,29272.5,29270.4,0.3,setosa
29275.1,29273.5,29271.4,0.2,setosa
29276.1,29274.5,29272.4,0.4,setosa
29277.1,29275.5,29273.4,0.2,setosa
29278.1,29276.5,29274.4,0.5,setosa
29279.1,29277.5,29275.4,0.2,setosa
29280.1,29278.5,29276.4,0.2,setosa
29281.1,29279.5,29277.4,0.4,setosa
29282.1,29280.5,29278.4,0.2,setosa
29283.1,29281.5,29279.4,0.2,setosa
29284.1,29282.5,29280.4,0.2,setosa
29285.1,29283.5,29281.4,0.2,setosa
29286.1,29284.5,29282.4,0.4,setosa
29287.1,29285.5,29283.4,0.1,setosa
29288.1,29286.5,29284.4,0.2,setosa
29289.1,29287.5,29285.4,0.1,setosa
29290.1,29288.5,29286.4,0.2,setosa
29291.1,29289.5,29287.4,0.2,setosa
29292.1,29290.5,29288.4,0.1,setosa
29293.1,29291.5,29289.4,0.2,setosa
29294.1,29292.5,29290.4,0.2,setosa
29295.1,29293.5,29291.4,0.3,setosa
29296.1,29294.5,29292.4,0.3,setosa
29297.1,29295.5,29293.4,0.2,setosa
29298.1,29296.5,29294.4,0.6,setosa
29299.1,29297.5,29295.4,0.4,setosa
29300.1,29298.5,29296.4,0.3,setosa
29301.1,29299.5,29297.4,0.2,setosa
29302.1,29300.5,29298.4,0.2,setosa
29303.1,29301.5,29299.4,0.2,setosa
29304.1,29302.5,29300.4,0.2,setosa
29305.1,29303.5,29301.4,1.4,versicolor
29306.1,29304.5,29302.4,1.5,versicolor
29307.1,29305.5,29303.4,1.5,versicolor
29308.1,29306.5,29304.4,1.3,versicolor
29309.1,29307.5,29305.4,1.5,versicolor
29310.1,29308.5,29306.4,1.3,versicolor
29311.1,29309.5,29307.4,1.6,versicolor
29312.1,29310.5,29308.4,1,versicolor
29313.1,29311.5,29309.4,1.3,versicolor
29314.1,29312.5,29310.4,1.4,versicolor
29315.1,29313.5,29311.4,1,versicolor
29316.1,29314.5,29312.4,1.5,versicolor
29317.1,29315.5,29313.4,1,versicolor
29318.1,29316.5,29314.4,1.4,versicolor
29319.1,29317.5,29315.4,1.3,versicolor
29320.1,29318.5,29316.4,1.4,versicolor
29321.1,29319.5,29317.4,1.5,versicolor
29322.1,29320.5,29318.4,1,versicolor
29323.1,29321.5,29319.4,1.5,versicolor
29324.1,29322.5,29320.4,1.1,versicolor
29325.1,29323.5,29321.4,1.8,versicolor
29326.1,29324.5,29322.4,1.3,versicolor
29327.1,29325.5,29323.4,1.5,versicolor
29328.1,29326.5,29324.4,1.2,versicolor
29329.1,29327.5,29325.4,1.3,versicolor
29330.1,29328.5,29326.4,1.4,versicolor
29331.1,29329.5,29327.4,1.4,versicolor
29332.1,29330.5,29328.4,1.7,versicolor
29333.1,29331.5,29329.4,1.5,versicolor
29334.1,29332.5,29330.4,1,versicolor
29335.1,29333.5,29331.4,1.1,versicolor
29336.1,29334.5,29332.4,1,versicolor
29337.1,29335.5,29333.4,1.2,versicolor
29338.1,29336.5,29334.4,1.6,versicolor
29339.1,29337.5,29335.4,1.5,versicolor
29340.1,29338.5,29336.4,1.6,versicolor
29341.1,29339.5,29337.4,1.5,versicolor
29342.1,29340.5,29338.4,1.3,versicolor
29343.1,29341.5,29339.4,1.3,versicolor
29344.1,29342.5,29340.4,1.3,versicolor
29345.1,29343.5,29341.4,1.2,versicolor
29346.1,29344.5,29342.4,1.4,versicolor
29347.1,29345.5,29343.4,1.2,versicolor
29348.1,29346.5,29344.4,1,versicolor
29349.1,29347.5,29345.4,1.3,versicolor
29350.1,29348.5,29346.4,1.2,versicolor
29351.1,29349.5,29347.4,1.3,versicolor
29352.1,29350.5,29348.4,1.3,versicolor
29353.1,29351.5,29349.4,1.1,versicolor
29354.1,29352.5,29350.4,1.3,versicolor
29355.1,29353.5,29351.4,2.5,virginica
29356.1,29354.5,29352.4,1.9,virginica
29357.1,29355.5,29353.4,2.1,virginica
29358.1,29356.5,29354.4,1.8,virginica
29359.1,29357.5,29355.4,2.2,virginica
29360.1,29358.5,29356.4,2.1,virginica
29361.1,29359.5,29357.4,1.7,virginica
29362.1,29360.5,29358.4,1.8,virginica
29363.1,29361.5,29359.4,1.8,virginica
29364.1,29362.5,29360.4,2.5,virginica
29365.1,29363.5,29361.4,2,virginica
29366.1,29364.5,29362.4,1.9,virginica
29367.1,29365.5,29363.4,2.1,virginica
29368.1,29366.5,29364.4,2,virginica
29369.1,29367.5,29365.4,2.4,virginica
29370.1,29368.5,29366.4,2.3,virginica
29371.1,29369.5,29367.4,1.8,virginica
29372.1,29370.5,29368.4,2.2,virginica
29373.1,29371.5,29369.4,2.3,virginica
29374.1,29372.5,29370.4,1.5,virginica
29375.1,29373.5,29371.4,2.3,virginica
29376.1,29374.5,29372.4,2,virginica
29377.1,29375.5,29373.4,2,virginica
29378.1,29376.5,29374.4,1.8,virginica
29379.1,29377.5,29375.4,2.1,virginica
29380.1,29378.5,29376.4,1.8,virginica
29381.1,29379.5,29377.4,1.8,virginica
29382.1,29380.5,29378.4,1.8,virginica
29383.1,29381.5,29379.4,2.1,virginica
29384.1,29382.5,29380.4,1.6,virginica
29385.1,29383.5,29381.4,1.9,virginica
29386.1,29384.5,29382.4,2,virginica
29387.1,29385.5,29383.4,2.2,virginica
29388.1,29386.5,29384.4,1.5,virginica
29389.1,29387.5,29385.4,1.4,virginica
29390.1,29388.5,29386.4,2.3,virginica
29391.1,29389.5,29387.4,2.4,virginica
29392.1,29390.5,29388.4,1.8,virginica
29393.1,29391.5,29389.4,1.8,virginica
29394.1,29392.5,29390.4,2.1,virginica
29395.1,29393.5,29391.4,2.4,virginica
29396.1,29394.5,29392.4,2.3,virginica
29397.1,29395.5,29393.4,1.9,virginica
29398.1,29396.5,29394.4,2.3,virginica
29399.1,29397.5,29395.4,2.5,virginica
29400.1,29398.5,29396.4,2.3,virginica
29401.1,29399.5,29397.4,1.9,virginica
29402.1,29400.5,29398.4,2,virginica
29403.1,29401.5,29399.4,2.3,virginica
29404.1,29402.5,29400.4,1.8,virginica
29405.1,29403.5,29401.4,0.2,setosa
29406.1,29404.5,29402.4,0.2,setosa
29407.1,29405.5,29403.4,0.2,setosa
29408.1,29406.5,29404.4,0.2,setosa
29409.1,29407.5,29405.4,0.2,setosa
29410.1,29408.5,29406.4,0.4,setosa
29411.1,29409.5,29407.4,0.3,setosa
29412.1,29410.5,29408.4,0.2,setosa
29413.1,29411.5,29409.4,0.2,setosa
29414.1,29412.5,29410.4,0.1,setosa
29415.1,29413.5,29411.4,0.2,setosa
29416.1,29414.5,29412.4,0.2,setosa
29417.1,29415.5,29413.4,0.1,setosa
29418.1,29416.5,29414.4,0.1,setosa
29419.1,29417.5,29415.4,0.2,setosa
29420.1,29418.5,29416.4,0.4,setosa
29421.1,29419.5,29417.4,0.4,setosa
29422.1,29420.5,29418.4,0.3,setosa
29423.1,29421.5,29419.4,0.3,setosa
29424.1,29422.5,29420.4,0.3,setosa
29425.1,29423.5,29421.4,0.2,setosa
29426.1,29424.5,29422.4,0.4,setosa
29427.1,29425.5,29423.4,0.2,setosa
29428.1,29426.5,29424.4,0.5,setosa
29429.1,29427.5,29425.4,0.2,setosa
29430.1,29428.5,29426.4,0.2,setosa
29431.1,29429.5,29427.4,0.4,setosa
29432.1,29430.5,29428.4,0.2,setosa
29433.1,29431.5,29429.4,0.2,setosa
29434.1,29432.5,29430.4,0.2,setosa
29435.1,29433.5,29431.4,0.2,setosa
29436.1,29434.5,29432.4,0.4,setosa
29437.1,29435.5,29433.4,0.1,setosa
29438.1,29436.5,29434.4,0.2,setosa
29439.1,29437.5,29435.4,0.1,setosa
29440.1,29438.5,29436.4,0.2,setosa
29441.1,29439.5,29437.4,0.2,setosa
29442.1,29440.5,29438.4,0.1,setosa
29443.1,29441.5,29439.4,0.2,setosa
29444.1,29442.5,29440.4,0.2,setosa
29445.1,29443.5,29441.4,0.3,setosa
29446.1,29444.5,29442.4,0.3,setosa
29447.1,29445.5,29443.4,0.2,setosa
29448.1,29446.5,29444.4,0.6,setosa
29449.1,29447.5,29445.4,0.4,setosa
29450.1,29448.5,29446.4,0.3,setosa
29451.1,29449.5,29447.4,0.2,setosa
29452.1,29450.5,29448.4,0.2,setosa
29453.1,29451.5,29449.4,0.2,setosa
29454.1,29452.5,29450.4,0.2,setosa
29455.1,29453.5,29451.4,1.4,versicolor
29456.1,29454.5,29452.4,1.5,versicolor
29457.1,29455.5,29453.4,1.5,versicolor
29458.1,29456.5,29454.4,1.3,versicolor
29459.1,29457.5,29455.4,1.5,versicolor
29460.1,29458.5,29456.4,1.3,versicolor
29461.1,29459.5,29457.4,1.6,versicolor
29462.1,29460.5,29458.4,1,versicolor
29463.1,29461.5,29459.4,1.3,versicolor
29464.1,29462.5,29460.4,1.4,versicolor
29465.1,29463.5,29461.4,1,versicolor
29466.1,29464.5,29462.4,1.5,versicolor
29467.1,29465.5,29463.4,1,versicolor
29468.1,29466.5,29464.4,1.4,versicolor
29469.1,29467.5,29465.4,1.3,versicolor
29470.1,29468.5,29466.4,1.4,versicolor
29471.1,29469.5,29467.4,1.5,versicolor
29472.1,29470.5,29468.4,1,versicolor
29473.1,29471.5,29469.4,1.5,versicolor
29474.1,29472.5,29470.4,1.1,versicolor
29475.1,29473.5,29471.4,1.8,versicolor
29476.1,29474.5,29472.4,1.3,versicolor
29477.1,29475.5,29473.4,1.5,versicolor
29478.1,29476.5,29474.4,1.2,versicolor
29479.1,29477.5,29475.4,1.3,versicolor
29480.1,29478.5,29476.4,1.4,versicolor
29481.1,29479.5,29477.4,1.4,versicolor
29482.1,29480.5,29478.4,1.7,versicolor
29483.1,29481.5,29479.4,1.5,versicolor
29484.1,29482.5,29480.4,1,versicolor
29485.1,29483.5,29481.4,1.1,versicolor
29486.1,29484.5,29482.4,1,versicolor
29487.1,29485.5,29483.4,1.2,versicolor
29488.1,29486.5,29484.4,1.6,versicolor
29489.1,29487.5,29485.4,1.5,versicolor
29490.1,29488.5,29486.4,1.6,versicolor
29491.1,29489.5,29487.4,1.5,versicolor
29492.1,29490.5,29488.4,1.3,versicolor
29493.1,29491.5,29489.4,1.3,versicolor
29494.1,29492.5,29490.4,1.3,versicolor
29495.1,29493.5,29491.4,1.2,versicolor
29496.1,29494.5,29492.4,1.4,versicolor
29497.1,29495.5,29493.4,1.2,versicolor
29498.1,29496.5,29494.4,1,versicolor
29499.1,29497.5,29495.4,1.3,versicolor
29500.1,29498.5,29496.4,1.2,versicolor
29501.1,29499.5,29497.4,1.3,versicolor
29502.1,29500.5,29498.4,1.3,versicolor
29503.1,29501.5,29499.4,1.1,versicolor
29504.1,29502.5,29500.4,1.3,versicolor
29505.1,29503.5,29501.4,2.5,virginica
29506.1,29504.5,29502.4,1.9,virginica
29507.1,29505.5,29503.4,2.1,virginica
29508.1,29506.5,29504.4,1.8,virginica
29509.1,29507.5,29505.4,2.2,virginica
29510.1,29508.5,29506.4,2.1,virginica
29511.1,29509.5,29507.4,1.7,virginica
29512.1,29510.5,29508.4,1.8,virginica
29513.1,29511.5,29509.4,1.8,virginica
29514.1,29512.5,29510.4,2.5,virginica
29515.1,29513.5,29511.4,2,virginica
29516.1,29514.5,29512.4,1.9,virginica
29517.1,29515.5,29513.4,2.1,virginica
29518.1,29516.5,29514.4,2,virginica
29519.1,29517.5,29515.4,2.4,virginica
29520.1,29518.5,29516.4,2.3,virginica
29521.1,29519.5,29517.4,1.8,virginica
29522.1,29520.5,29518.4,2.2,virginica
29523.1,29521.5,29519.4,2.3,virginica
29524.1,29522.5,29520.4,1.5,virginica
29525.1,29523.5,29521.4,2.3,virginica
29526.1,29524.5,29522.4,2,virginica
29527.1,29525.5,29523.4,2,virginica
29528.1,29526.5,29524.4,1.8,virginica
29529.1,29527.5,29525.4,2.1,virginica
29530.1,29528.5,29526.4,1.8,virginica
29531.1,29529.5,29527.4,1.8,virginica
29532.1,29530.5,29528.4,1.8,virginica
29533.1,29531.5,29529.4,2.1,virginica
29534.1,29532.5,29530.4,1.6,virginica
29535.1,29533.5,29531.4,1.9,virginica
29536.1,29534.5,29532.4,2,virginica
29537.1,29535.5,29533.4,2.2,virginica
29538.1,29536.5,29534.4,1.5,virginica
29539.1,29537.5,29535.4,1.4,virginica
29540.1,29538.5,29536.4,2.3,virginica
29541.1,29539.5,29537.4,2.4,virginica
29542.1,29540.5,29538.4,1.8,virginica
29543.1,29541.5,29539.4,1.8,virginica
29544.1,29542.5,29540.4,2.1,virginica
29545.1,29543.5,29541.4,2.4,virginica
29546.1,29544.5,29542.4,2.3,virginica
29547.1,29545.5,29543.4,1.9,virginica
29548.1,29546.5,29544.4,2.3,virginica
29549.1,29547.5,29545.4,2.5,virginica
29550.1,29548.5,29546.4,2.3,virginica
29551.1,29549.5,29547.4,1.9,virginica
29552.1,29550.5,29548.4,2,virginica
29553.1,29551.5,29549.4,2.3,virginica
29554.1,29552.5,29550.4,1.8,virginica
29555.1,29553.5,29551.4,0.2,setosa
29556.1,29554.5,29552.4,0.2,setosa
29557.1,29555.5,29553.4,0.2,setosa
29558.1,29556.5,29554.4,0.2,setosa
29559.1,29557.5,29555.4,0.2,setosa
29560.1,29558.5,29556.4,0.4,setosa
29561.1,29559.5,29557.4,0.3,setosa
29562.1,29560.5,29558.4,0.2,setosa
29563.1,29561.5,29559.4,0.2,setosa
29564.1,29562.5,29560.4,0.1,setosa
29565.1,29563.5,29561.4,0.2,setosa
29566.1,29564.5,29562.4,0.2,setosa
29567.1,29565.5,29563.4,0.1,setosa
29568.1,29566.5,29564.4,0.1,setosa
29569.1,29567.5,29565.4,0.2,setosa
29570.1,29568.5,29566.4,0.4,setosa
29571.1,29569.5,29567.4,0.4,setosa
29572.1,29570.5,29568.4,0.3,setosa
29573.1,29571.5,29569.4,0.3,setosa
29574.1,29572.5,29570.4,0.3,setosa
29575.1,29573.5,29571.4,0.2,setosa
29576.1,29574.5,29572.4,0.4,setosa
29577.1,29575.5,29573.4,0.2,setosa
29578.1,29576.5,29574.4,0.5,setosa
29579.1,29577.5,29575.4,0.2,setosa
29580.1,29578.5,29576.4,0.2,setosa
29581.1,29579.5,29577.4,0.4,setosa
29582.1,29580.5,29578.4,0.2,setosa
29583.1,29581.5,29579.4,0.2,setosa
29584.1,29582.5,29580.4,0.2,setosa
29585.1,29583.5,29581.4,0.2,setosa
29586.1,29584.5,29582.4,0.4,setosa
29587.1,29585.5,29583.4,0.1,setosa
29588.1,29586.5,29584.4,0.2,setosa
29589.1,29587.5,29585.4,0.1,setosa
29590.1,29588.5,29586.4,0.2,setosa
29591.1,29589.5,29587.4,0.2,setosa
29592.1,29590.5,29588.4,0.1,setosa
29593.1,29591.5,29589.4,0.2,setosa
29594.1,29592.5,29590.4,0.2,setosa
29595.1,29593.5,29591.4,0.3,setosa
29596.1,29594.5,29592.4,0.3,setosa
29597.1,29595.5,29593.4,0.2,setosa
29598.1,29596.5,29594.4,0.6,setosa
29599.1,29597.5,29595.4,0.4,setosa
29600.1,29598.5,29596.4,0.3,setosa
29601.1,29599.5,29597.4,0.2,setosa
29602.1,29600.5,29598.4,0.2,setosa
29603.1,29601.5,29599.4,0.2,setosa
29604.1,29602.5,29600.4,0.2,setosa
29605.1,29603.5,29601.4,1.4,versicolor
29606.1,29604.5,29602.4,1.5,versicolor
29607.1,29605.5,29603.4,1.5,versicolor
29608.1,29606.5,29604.4,1.3,versicolor
29609.1,29607.5,29605.4,1.5,versicolor
29610.1,29608.5,29606.4,1.3,versicolor
29611.1,29609.5,29607.4,1.6,versicolor
29612.1,29610.5,29608.4,1,versicolor
29613.1,29611.5,29609.4,1.3,versicolor
29614.1,29612.5,29610.4,1.4,versicolor
29615.1,29613.5,29611.4,1,versicolor
29616.1,29614.5,29612.4,1.5,versicolor
29617.1,29615.5,29613.4,1,versicolor
29618.1,29616.5,29614.4,1.4,versicolor
29619.1,29617.5,29615.4,1.3,versicolor
29620.1,29618.5,29616.4,1.4,versicolor
29621.1,29619.5,29617.4,1.5,versicolor
29622.1,29620.5,29618.4,1,versicolor
29623.1,29621.5,29619.4,1.5,versicolor
29624.1,29622.5,29620.4,1.1,versicolor
29625.1,29623.5,29621.4,1.8,versicolor
29626.1,29624.5,29622.4,1.3,versicolor
29627.1,29625.5,29623.4,1.5,versicolor
29628.1,29626.5,29624.4,1.2,versicolor
29629.1,29627.5,29625.4,1.3,versicolor
29630.1,29628.5,29626.4,1.4,versicolor
29631.1,29629.5,29627.4,1.4,versicolor
29632.1,29630.5,29628.4,1.7,versicolor
29633.1,29631.5,29629.4,1.5,versicolor
29634.1,29632.5,29630.4,1,versicolor
29635.1,29633.5,29631.4,1.1,versicolor
29636.1,29634.5,29632.4,1,versicolor
29637.1,29635.5,29633.4,1.2,versicolor
29638.1,29636.5,29634.4,1.6,versicolor
29639.1,29637.5,29635.4,1.5,versicolor
29640.1,29638.5,29636.4,1.6,versicolor
29641.1,29639.5,29637.4,1.5,versicolor
29642.1,29640.5,29638.4,1.3,versicolor
29643.1,29641.5,29639.4,1.3,versicolor
29644.1,29642.5,29640.4,1.3,versicolor
29645.1,29643.5,29641.4,1.2,versicolor
29646.1,29644.5,29642.4,1.4,versicolor
29647.1,29645.5,29643.4,1.2,versicolor
29648.1,29646.5,29644.4,1,versicolor
29649.1,29647.5,29645.4,1.3,versicolor
29650.1,29648.5,29646.4,1.2,versicolor
29651.1,29649.5,29647.4,1.3,versicolor
29652.1,29650.5,29648.4,1.3,versicolor
29653.1,29651.5,29649.4,1.1,versicolor
29654.1,29652.5,29650.4,1.3,versicolor
29655.1,29653.5,29651.4,2.5,virginica
29656.1,29654.5,29652.4,1.9,virginica
29657.1,29655.5,29653.4,2.1,virginica
29658.1,29656.5,29654.4,1.8,virginica
29659.1,29657.5,29655.4,2.2,virginica
29660.1,29658.5,29656.4,2.1,virginica
29661.1,29659.5,29657.4,1.7,virginica
29662.1,29660.5,29658.4,1.8,virginica
29663.1,29661.5,29659.4,1.8,virginica
29664.1,29662.5,29660.4,2.5,virginica
29665.1,29663.5,29661.4,2,virginica
29666.1,29664.5,29662.4,1.9,virginica
29667.1,29665.5,29663.4,2.1,virginica
29668.1,29666.5,29664.4,2,virginica
29669.1,29667.5,29665.4,2.4,virginica
29670.1,29668.5,29666.4,2.3,virginica
29671.1,29669.5,29667.4,1.8,virginica
29672.1,29670.5,29668.4,2.2,virginica
29673.1,29671.5,29669.4,2.3,virginica
29674.1,29672.5,29670.4,1.5,virginica
29675.1,29673.5,29671.4,2.3,virginica
29676.1,29674.5,29672.4,2,virginica
29677.1,29675.5,29673.4,2,virginica
29678.1,29676.5,29674.4,1.8,virginica
29679.1,29677.5,29675.4,2.1,virginica
29680.1,29678.5,29676.4,1.8,virginica
29681.1,29679.5,29677.4,1.8,virginica
29682.1,29680.5,29678.4,1.8,virginica
29683.1,29681.5,29679.4,2.1,virginica
29684.1,29682.5,29680.4,1.6,virginica
29685.1,29683.5,29681.4,1.9,virginica
29686.1,29684.5,29682.4,2,virginica
29687.1,29685.5,29683.4,2.2,virginica
29688.1,29686.5,29684.4,1.5,virginica
29689.1,29687.5,29685.4,1.4,virginica
29690.1,29688.5,29686.4,2.3,virginica
29691.1,29689.5,29687.4,2.4,virginica
29692.1,29690.5,29688.4,1.8,virginica
29693.1,29691.5,29689.4,1.8,virginica
29694.1,29692.5,29690.4,2.1,virginica
29695.1,29693.5,29691.4,2.4,virginica
29696.1,29694.5,29692.4,2.3,virginica
29697.1,29695.5,29693.4,1.9,virginica
29698.1,29696.5,29694.4,2.3,virginica
29699.1,29697.5,29695.4,2.5,virginica
29700.1,29698.5,29696.4,2.3,virginica
29701.1,29699.5,29697.4,1.9,virginica
29702.1,29700.5,29698.4,2,virginica
29703.1,29701.5,29699.4,2.3,virginica
29704.1,29702.5,29700.4,1.8,virginica
29705.1,29703.5,29701.4,0.2,setosa
29706.1,29704.5,29702.4,0.2,setosa
29707.1,29705.5,29703.4,0.2,setosa
29708.1,29706.5,29704.4,0.2,setosa
29709.1,29707.5,29705.4,0.2,setosa
29710.1,29708.5,29706.4,0.4,setosa
29711.1,29709.5,29707.4,0.3,setosa
29712.1,29710.5,29708.4,0.2,setosa
29713.1,29711.5,29709.4,0.2,setosa
29714.1,29712.5,29710.4,0.1,setosa
29715.1,29713.5,29711.4,0.2,setosa
29716.1,29714.5,29712.4,0.2,setosa
29717.1,29715.5,29713.4,0.1,setosa
29718.1,29716.5,29714.4,0.1,setosa
29719.1,29717.5,29715.4,0.2,setosa
29720.1,29718.5,29716.4,0.4,setosa
29721.1,29719.5,29717.4,0.4,setosa
29722.1,29720.5,29718.4,0.3,setosa
29723.1,29721.5,29719.4,0.3,setosa
29724.1,29722.5,29720.4,0.3,setosa
29725.1,29723.5,29721.4,0.2,setosa
29726.1,29724.5,29722.4,0.4,setosa
29727.1,29725.5,29723.4,0.2,setosa
29728.1,29726.5,29724.4,0.5,setosa
29729.1,29727.5,29725.4,0.2,setosa
29730.1,29728.5,29726.4,0.2,setosa
29731.1,29729.5,29727.4,0.4,setosa
29732.1,29730.5,29728.4,0.2,setosa
29733.1,29731.5,29729.4,0.2,setosa
29734.1,29732.5,29730.4,0.2,setosa
29735.1,29733.5,29731.4,0.2,setosa
29736.1,29734.5,29732.4,0.4,setosa
29737.1,29735.5,29733.4,0.1,setosa
29738.1,29736.5,29734.4,0.2,setosa
29739.1,29737.5,29735.4,0.1,setosa
29740.1,29738.5,29736.4,0.2,setosa
29741.1,29739.5,29737.4,0.2,setosa
29742.1,29740.5,29738.4,0.1,setosa
29743.1,29741.5,29739.4,0.2,setosa
29744.1,29742.5,29740.4,0.2,setosa
29745.1,29743.5,29741.4,0.3,setosa
29746.1,29744.5,29742.4,0.3,setosa
29747.1,29745.5,29743.4,0.2,setosa
29748.1,29746.5,29744.4,0.6,setosa
29749.1,29747.5,29745.4,0.4,setosa
29750.1,29748.5,29746.4,0.3,setosa
29751.1,29749.5,29747.4,0.2,setosa
29752.1,29750.5,29748.4,0.2,setosa
29753.1,29751.5,29749.4,0.2,setosa
29754.1,29752.5,29750.4,0.2,setosa
29755.1,29753.5,29751.4,1.4,versicolor
29756.1,29754.5,29752.4,1.5,versicolor
29757.1,29755.5,29753.4,1.5,versicolor
29758.1,29756.5,29754.4,1.3,versicolor
29759.1,29757.5,29755.4,1.5,versicolor
29760.1,29758.5,29756.4,1.3,versicolor
29761.1,29759.5,29757.4,1.6,versicolor
29762.1,29760.5,29758.4,1,versicolor
29763.1,29761.5,29759.4,1.3,versicolor
29764.1,29762.5,29760.4,1.4,versicolor
29765.1,29763.5,29761.4,1,versicolor
29766.1,29764.5,29762.4,1.5,versicolor
29767.1,29765.5,29763.4,1,versicolor
29768.1,29766.5,29764.4,1.4,versicolor
29769.1,29767.5,29765.4,1.3,versicolor
29770.1,29768.5,29766.4,1.4,versicolor
29771.1,29769.5,29767.4,1.5,versicolor
29772.1,29770.5,29768.4,1,versicolor
29773.1,29771.5,29769.4,1.5,versicolor
29774.1,29772.5,29770.4,1.1,versicolor
29775.1,29773.5,29771.4,1.8,versicolor
29776.1,29774.5,29772.4,1.3,versicolor
29777.1,29775.5,29773.4,1.5,versicolor
29778.1,29776.5,29774.4,1.2,versicolor
29779.1,29777.5,29775.4,1.3,versicolor
29780.1,29778.5,29776.4,1.4,versicolor
29781.1,29779.5,29777.4,1.4,versicolor
29782.1,29780.5,29778.4,1.7,versicolor
29783.1,29781.5,29779.4,1.5,versicolor
29784.1,29782.5,29780.4,1,versicolor
29785.1,29783.5,29781.4,1.1,versicolor
29786.1,29784.5,29782.4,1,versicolor
29787.1,29785.5,29783.4,1.2,versicolor
29788.1,29786.5,29784.4,1.6,versicolor
29789.1,29787.5,29785.4,1.5,versicolor
29790.1,29788.5,29786.4,1.6,versicolor
29791.1,29789.5,29787.4,1.5,versicolor
29792.1,29790.5,29788.4,1.3,versicolor
29793.1,29791.5,29789.4,1.3,versicolor
29794.1,29792.5,29790.4,1.3,versicolor
29795.1,29793.5,29791.4,1.2,versicolor
29796.1,29794.5,29792.4,1.4,versicolor
29797.1,29795.5,29793.4,1.2,versicolor
29798.1,29796.5,29794.4,1,versicolor
29799.1,29797.5,29795.4,1.3,versicolor
29800.1,29798.5,29796.4,1.2,versicolor
29801.1,29799.5,29797.4,1.3,versicolor
29802.1,29800.5,29798.4,1.3,versicolor
29803.1,29801.5,29799.4,1.1,versicolor
29804.1,29802.5,29800.4,1.3,versicolor
29805.1,29803.5,29801.4,2.5,virginica
29806.1,29804.5,29802.4,1.9,virginica
29807.1,29805.5,29803.4,2.1,virginica
29808.1,29806.5,29804.4,1.8,virginica
29809.1,29807.5,29805.4,2.2,virginica
29810.1,29808.5,29806.4,2.1,virginica
29811.1,29809.5,29807.4,1.7,virginica
29812.1,29810.5,29808.4,1.8,virginica
29813.1,29811.5,29809.4,1.8,virginica
29814.1,29812.5,29810.4,2.5,virginica
29815.1,29813.5,29811.4,2,virginica
29816.1,29814.5,29812.4,1.9,virginica
29817.1,29815.5,29813.4,2.1,virginica
29818.1,29816.5,29814.4,2,virginica
29819.1,29817.5,29815.4,2.4,virginica
29820.1,29818.5,29816.4,2.3,virginica
29821.1,29819.5,29817.4,1.8,virginica
29822.1,29820.5,29818.4,2.2,virginica
29823.1,29821.5,29819.4,2.3,virginica
29824.1,29822.5,29820.4,1.5,virginica
29825.1,29823.5,29821.4,2.3,virginica
29826.1,29824.5,29822.4,2,virginica
29827.1,29825.5,29823.4,2,virginica
29828.1,29826.5,29824.4,1.8,virginica
29829.1,29827.5,29825.4,2.1,virginica
29830.1,29828.5,29826.4,1.8,virginica
29831.1,29829.5,29827.4,1.8,virginica
29832.1,29830.5,29828.4,1.8,virginica
29833.1,29831.5,29829.4,2.1,virginica
29834.1,29832.5,29830.4,1.6,virginica
29835.1,29833.5,29831.4,1.9,virginica
29836.1,29834.5,29832.4,2,virginica
29837.1,29835.5,29833.4,2.2,virginica
29838.1,29836.5,29834.4,1.5,virginica
29839.1,29837.5,29835.4,1.4,virginica
29840.1,29838.5,29836.4,2.3,virginica
29841.1,29839.5,29837.4,2.4,virginica
29842.1,29840.5,29838.4,1.8,virginica
29843.1,29841.5,29839.4,1.8,virginica
29844.1,29842.5,29840.4,2.1,virginica
29845.1,29843.5,29841.4,2.4,virginica
29846.1,29844.5,29842.4,2.3,virginica
29847.1,29845.5,29843.4,1.9,virginica
29848.1,29846.5,29844.4,2.3,virginica
29849.1,29847.5,29845.4,2.5,virginica
29850.1,29848.5,29846.4,2.3,virginica
29851.1,29849.5,29847.4,1.9,virginica
29852.1,29850.5,29848.4,2,virginica
29853.1,29851.5,29849.4,2.3,virginica
29854.1,29852.5,29850.4,1.8,virginica
29855.1,29853.5,29851.4,0.2,setosa
29856.1,29854.5,29852.4,0.2,setosa
29857.1,29855.5,29853.4,0.2,setosa
29858.1,29856.5,29854.4,0.2,setosa
